icpsr_study_number,n_articles,max_detection_score,mean_detection_score,title,doi,snippet
2478,2,61.0,61.0,"Longitudinal Study of Criminal Career Patterns of Former California Youth Authority Wards, 1965-1984",https://doi.org/10.3886/icpsr02478.v1,"Longitudinal Study of Criminal Career Patterns of Former California Youth Authority Wards, 1965-1984
Skip to Main Content
Discover Data
Discover Data
Discover Data
NIJ Data Deposits
OJJDP Data Deposits
BJS Data Deposits
Other Data Deposits
Share Data
Share Data
Share Data
NIJ Data Deposits
OJJDP Data Deposits
BJS Data Deposits
Other Data Deposits
About
About
About NACJD
Our Team
Announcements
Sponsors
Contact
Resources
Resources
Resources
Learning and
Data Guides
Restricted Data
Resources
Restricted Data at NACJD
Restricted Data Access
Application Requirements
Sample Forms
Analyze Data Online
Help
Search our data and website
Search
Search our data and website
Search
Longitudinal Study of Criminal Career Patterns of Former California Youth Authority Wards, 1965-1984 (ICPSR 2478)
Version Date:
Mar 30, 2006
View help for published
Cite this study
|
Share this page
Twitter
Facebook
LinkedIn
Citation
Haapanen, Rudy A."
24781,1,60.0,60.0,"Current Population Survey, May 2006: Tobacco Use Supplement (TUS), 2006-2007 Wave",https://doi.org/10.3886/icpsr24781,"Current Population Survey, May 2006: Tobacco Use Supplement (TUS), 2006-2007 Wave
Skip to Main Content
Search
Site Content
Data
Data
Tools
Overview
Variables
Data-Related Publications
Studies with Online Analysis
Glossary of Social Science Terms
Anti-Racism Data Use Guide
Resources for Research on Gender Identity, Sexual Behavior, and Sexual Orientation
Deposit Data
Help
About
Current Population Survey, May 2006: Tobacco Use Supplement (TUS), 2006-2007 Wave (ICPSR 24781)
Version Date:
Oct 24, 2012
View help for published
Cite this study
|
Share this page
Twitter
Facebook
LinkedIn
Citation
United States."
24782,3,60.0,44.666666666666664,"Current Population Survey, August 2006: Tobacco Use Supplement (TUS), 2006-2007 Wave",https://doi.org/10.3886/icpsr24782.v2,"Current Population Survey, August 2006: Tobacco Use Supplement (TUS), 2006-2007 Wave
Skip to Main Content
Search
Site Content
Data
Data
Tools
Overview
Variables
Data-Related Publications
Studies with Online Analysis
Glossary of Social Science Terms
Anti-Racism Data Use Guide
Resources for Research on Gender Identity, Sexual Behavior, and Sexual Orientation
Deposit Data
Help
About
Current Population Survey, August 2006: Tobacco Use Supplement (TUS), 2006-2007 Wave (ICPSR 24782)
Version Date:
Oct 24, 2012
View help for published
Cite this study
|
Share this page
Twitter
Facebook
LinkedIn
Citation
United States."
24783,2,60.0,60.0,"Current Population Survey, January 2007: Tobacco Use Supplement (TUS), 2006-2007 Wave",https://doi.org/10.3886/icpsr24783,"Current Population Survey, January 2007: Tobacco Use Supplement (TUS), 2006-2007 Wave
Skip to Main Content
Search
Site Content
Data
Data
Tools
Overview
Variables
Data-Related Publications
Studies with Online Analysis
Glossary of Social Science Terms
Anti-Racism Data Use Guide
Resources for Research on Gender Identity, Sexual Behavior, and Sexual Orientation
Deposit Data
Help
About
Current Population Survey, January 2007: Tobacco Use Supplement (TUS), 2006-2007 Wave (ICPSR 24783)
Version Date:
Oct 24, 2012
View help for published
Cite this study
|
Share this page
Twitter
Facebook
LinkedIn
Citation
United States."
25106,1,48.0,48.0,"Uniform Crime Reporting Program Data [United States]: Arrests by Age, Sex, and Race, Summarized Yearly, 2007",https://doi.org/10.3886/icpsr25106,"Uniform Crime Reporting Program Data [United States]: Arrests by Age, Sex, and Race, Summarized Yearly, 2007
Skip to Main Content
Discover Data
Discover Data
Discover Data
NIJ Data Deposits
OJJDP Data Deposits
BJS Data Deposits
Other Data Deposits
Share Data
Share Data
Share Data
NIJ Data Deposits
OJJDP Data Deposits
BJS Data Deposits
Other Data Deposits
About
About
About NACJD
Our Team
Announcements
Sponsors
Contact
Resources
Resources
Resources
Learning and
Data Guides
Restricted Data
Resources
Restricted Data at NACJD
Restricted Data Access
Application Requirements
Sample Forms
Analyze Data Online
Help
Search our data and website
Search
Search our data and website
Search
Uniform Crime Reporting Program Data [United States]: Arrests by Age, Sex, and Race, Summarized Yearly, 2007 (ICPSR 25106)
Version Date:
Sep 28, 2009
View help for published
Cite this study
|
Share this page
Twitter
Facebook
LinkedIn
Citation
United States Department of Justice."
25110,1,47.0,47.0,"National Incident-Based Reporting System, 1992",https://doi.org/10.3886/icpsr25110,"National Incident-Based Reporting System, 1992
Skip to Main Content
Discover Data
Discover Data
Discover Data
NIJ Data Deposits
OJJDP Data Deposits
BJS Data Deposits
Other Data Deposits
Share Data
Share Data
Share Data
NIJ Data Deposits
OJJDP Data Deposits
BJS Data Deposits
Other Data Deposits
About
About
About NACJD
Our Team
Announcements
Sponsors
Contact
Resources
Resources
Resources
Learning and
Data Guides
Restricted Data
Resources
Restricted Data at NACJD
Restricted Data Access
Application Requirements
Sample Forms
Analyze Data Online
Help
Search our data and website
Search
Search our data and website
Search
National Incident-Based Reporting System, 1992 (ICPSR 25110)
Version Date:
Jul 27, 2009
View help for published
Cite this study
|
Share this page
Twitter
Facebook
LinkedIn
Citation
United States Department of Justice."
25111,1,47.0,47.0,"National Incident-Based Reporting System, 1993",https://doi.org/10.3886/icpsr25111,"National Incident-Based Reporting System, 1993
Skip to Main Content
Discover Data
Discover Data
Discover Data
NIJ Data Deposits
OJJDP Data Deposits
BJS Data Deposits
Other Data Deposits
Share Data
Share Data
Share Data
NIJ Data Deposits
OJJDP Data Deposits
BJS Data Deposits
Other Data Deposits
About
About
About NACJD
Our Team
Announcements
Sponsors
Contact
Resources
Resources
Resources
Learning and
Data Guides
Restricted Data
Resources
Restricted Data at NACJD
Restricted Data Access
Application Requirements
Sample Forms
Analyze Data Online
Help
Search our data and website
Search
Search our data and website
Search
National Incident-Based Reporting System, 1993 (ICPSR 25111)
Version Date:
Jul 27, 2009
View help for published
Cite this study
|
Share this page
Twitter
Facebook
LinkedIn
Citation
United States Department of Justice."
25112,1,47.0,47.0,"National Incident-Based Reporting System, 1994",https://doi.org/10.3886/icpsr25112,"National Incident-Based Reporting System, 1994
Skip to Main Content
Discover Data
Discover Data
Discover Data
NIJ Data Deposits
OJJDP Data Deposits
BJS Data Deposits
Other Data Deposits
Share Data
Share Data
Share Data
NIJ Data Deposits
OJJDP Data Deposits
BJS Data Deposits
Other Data Deposits
About
About
About NACJD
Our Team
Announcements
Sponsors
Contact
Resources
Resources
Resources
Learning and
Data Guides
Restricted Data
Resources
Restricted Data at NACJD
Restricted Data Access
Application Requirements
Sample Forms
Analyze Data Online
Help
Search our data and website
Search
Search our data and website
Search
National Incident-Based Reporting System, 1994 (ICPSR 25112)
Version Date:
Jul 27, 2009
View help for published
Cite this study
|
Share this page
Twitter
Facebook
LinkedIn
Citation
United States Department of Justice."
25113,1,47.0,47.0,"National Incident-Based Reporting System, 2007",https://doi.org/10.3886/icpsr25113,"National Incident-Based Reporting System, 2007
Skip to Main Content
Discover Data
Discover Data
Discover Data
NIJ Data Deposits
OJJDP Data Deposits
BJS Data Deposits
Other Data Deposits
Share Data
Share Data
Share Data
NIJ Data Deposits
OJJDP Data Deposits
BJS Data Deposits
Other Data Deposits
About
About
About NACJD
Our Team
Announcements
Sponsors
Contact
Resources
Resources
Resources
Learning and
Data Guides
Restricted Data
Resources
Restricted Data at NACJD
Restricted Data Access
Application Requirements
Sample Forms
Analyze Data Online
Help
Search our data and website
Search
Search our data and website
Search
National Incident-Based Reporting System, 2007 (ICPSR 25113)
Version Date:
May 9, 2009
View help for published
Cite this study
|
Share this page
Twitter
Facebook
LinkedIn
Citation
United States Department of Justice."
2520,1,68.0,68.0,"Impacts of Specific Incivilities on Responses to Crime and Local Commitment, 1979-1994: [Atlanta, Baltimore, Chicago, Minneapolis-St. Paul, and Seattle]",https://doi.org/10.3886/icpsr02520.v1,"Paul, and Seattle] (ICPSR 2520)
Version Date:
Apr 23, 2008
View help for published
Cite this study
|
Share this page
Twitter
Facebook
LinkedIn
Citation
Taylor, Ralph B."
25203,2,68.0,68.0,"Housing Affordability Data System (HADS), 2002",https://doi.org/10.3886/icpsr25203,"Housing Affordability Data System (HADS), 2002
Skip to Main Content
Help
Search
Site Content
Data
Log In
Find Data
Find Data
Search & Compare Variables
Data-related Publications
Data Collections & Projects
Share & Manage Data
Share & Manage Data Overview
Preparing for Deposit
Deposit Your Data
Data Management Plans & Grant Support
Support & Resources
Membership
Member Overview
Member Institutions List
Become a Member
Managing Your Membership
Promoting ICPSR
Summer Program
Summer Program Home
Program Overview
Courses
Registration & Fees
Scholarships
Travel & Lodging
Testimonials
Giving
FAQs
Teaching & Learning
Overview
Find & Use Data
Teach with Data
Build Your Data Skills
Additional Resources
About ICPSR
About ICPSR
History
People
News & Events
Policies & Certifications
Repository Operations
Sponsors & Research Projects
Governance
Careers
Contact Us
Institute for Social Research
Giving
Housing Affordability Data System (HADS), 2002 (ICPSR 25203)
Version Date:
Jul 10, 2009
View help for published
Cite this study
|
Share this page
Twitter
Facebook
LinkedIn
Citation
Vandenbroucke, David A."
25341,1,48.0,48.0,"National Incident-Based Reporting System, 2007: Extract Files",https://doi.org/10.3886/icpsr25341,"National Incident-Based Reporting System, 2007: Extract Files
Skip to Main Content
Discover Data
Discover Data
Discover Data
NIJ Data Deposits
OJJDP Data Deposits
BJS Data Deposits
Other Data Deposits
Share Data
Share Data
Share Data
NIJ Data Deposits
OJJDP Data Deposits
BJS Data Deposits
Other Data Deposits
About
About
About NACJD
Our Team
Announcements
Sponsors
Contact
Resources
Resources
Resources
Learning and
Data Guides
Restricted Data
Resources
Restricted Data at NACJD
Restricted Data Access
Application Requirements
Sample Forms
Analyze Data Online
Help
Search our data and website
Search
Search our data and website
Search
National Incident-Based Reporting System, 2007: Extract Files (ICPSR 25341)
Version Date:
Sep 19, 2018
View help for published
Cite this study
|
Share this page
Twitter
Facebook
LinkedIn
Citation
National Archive of Criminal Justice Data."
25581,2,49.0,48.0,"Evaluating the Dental Pipeline Program: Recruiting Minorities and Promoting Community-Based Dental Education, 2003-2007 [United States]",https://doi.org/10.3886/icpsr25581.v1,"Evaluating the Dental Pipeline Program: Recruiting Minorities and Promoting Community-Based Dental Education, 2003-2007 [United States]
Skip to Main Content
Find Data
Deposit Data
About
Help
Subscribe
Evaluating the Dental Pipeline Program: Recruiting Minorities and Promoting Community-Based Dental Education, 2003-2007 [United States] (ICPSR 25581)
Version Date:
Sep 12, 2011
View help for published
Principal Investigator(s):
View help for Principal Investigator(s)
Ronald M."
2564,2,54.0,54.0,"Crack, Powder Cocaine, and Heroin: Drug Purchase and Use Patterns in Six Cities in the United States, 1995-1996",https://doi.org/10.3886/icpsr02564.v1,"Crack, Powder Cocaine, and Heroin:  Drug Purchase and Use Patterns in Six Cities in the United States, 1995-1996
Skip to Main Content
Discover Data
Discover Data
Discover Data
NIJ Data Deposits
OJJDP Data Deposits
BJS Data Deposits
Other Data Deposits
Share Data
Share Data
Share Data
NIJ Data Deposits
OJJDP Data Deposits
BJS Data Deposits
Other Data Deposits
About
About
About NACJD
Our Team
Announcements
Sponsors
Contact
Resources
Resources
Resources
Learning and
Data Guides
Restricted Data
Resources
Restricted Data at NACJD
Restricted Data Access
Application Requirements
Sample Forms
Analyze Data Online
Help
Search our data and website
Search
Search our data and website
Search
Crack, Powder Cocaine, and Heroin:  Drug Purchase and Use Patterns in Six Cities in the United States, 1995-1996 (ICPSR 2564)
Version Date:
Aug 22, 2012
View help for published
Cite this study
|
Share this page
Twitter
Facebook
LinkedIn
Citation
Riley, K."
2565,2,46.0,46.0,"Uniform Crime Reports (UCR) and Federal Information Processing Standards (FIPS) State and County Geographic Codes, 1990: United States",https://doi.org/10.3886/icpsr02565.v1,"Uniform Crime Reports (UCR) and Federal Information Processing Standards (FIPS) State and County Geographic Codes, 1990: United States
Skip to Main Content
Discover Data
Discover Data
Discover Data
NIJ Data Deposits
OJJDP Data Deposits
BJS Data Deposits
Other Data Deposits
Share Data
Share Data
Share Data
NIJ Data Deposits
OJJDP Data Deposits
BJS Data Deposits
Other Data Deposits
About
About
About NACJD
Our Team
Announcements
Sponsors
Contact
Resources
Resources
Resources
Learning and
Data Guides
Restricted Data
Resources
Restricted Data at NACJD
Restricted Data Access
Application Requirements
Sample Forms
Analyze Data Online
Help
Search our data and website
Search
Search our data and website
Search
Uniform Crime Reports (UCR) and Federal Information Processing Standards (FIPS) State and County Geographic Codes, 1990: United States (ICPSR 2565)
Version Date:
Nov 4, 2005
View help for published
Cite this study
|
Share this page
Twitter
Facebook
LinkedIn
Citation
Inter-university Consortium for Political and Social Research."
25662,2,55.0,55.0,"CBS News New Hampshire Primary Call-Back Poll, January 2008",https://doi.org/10.3886/icpsr25662.v1,"CBS News New Hampshire Primary Call-Back Poll, January 2008
Skip to Main Content
Help
Search
Site Content
Data
Log In
Find Data
Find Data
Search & Compare Variables
Data-related Publications
Data Collections & Projects
Share & Manage Data
Share & Manage Data Overview
Preparing for Deposit
Deposit Your Data
Data Management Plans & Grant Support
Support & Resources
Membership
Member Overview
Member Institutions List
Become a Member
Managing Your Membership
Promoting ICPSR
Summer Program
Summer Program Home
Program Overview
Courses
Registration & Fees
Scholarships
Travel & Lodging
Testimonials
Giving
FAQs
Teaching & Learning
Overview
Find & Use Data
Teach with Data
Build Your Data Skills
Additional Resources
About ICPSR
About ICPSR
History
People
News & Events
Policies & Certifications
Repository Operations
Sponsors & Research Projects
Governance
Careers
Contact Us
Institute for Social Research
Giving
CBS News New Hampshire Primary Call-Back Poll, January 2008 (ICPSR 25662)
Version Date:
Aug 31, 2009
View help for published
Cite this study
|
Share this page
Twitter
Facebook
LinkedIn
Citation
CBS News."
